,0
liquidity_lock,0.4922705206125997
top5_holder_pct,0.2390386923085391
top10_holder_pct,0.21754279716013367
volume_spike_ratio,0.022149328758195225
comment_velocity,0.12956841580952402
comment_spam_ratio,0.2533664162792659
hype_score,0.2940950656447663
bundled_rug_selloff,0.3405987999228534
dev_wallet_reputation,0.4941922856089325
wallet_clustering_hhi,0.20264997445886107
