,0
liquidity_lock,0.58757875
top5_holder_pct,0.5237668123716561
top10_holder_pct,0.6238900056963189
volume_spike_ratio,0.021251513096452637
comment_velocity,0.20951283536585374
comment_spam_ratio,0.5862963283034918
hype_score,0.4313748483545163
bundled_rug_selloff,0.13395
dev_wallet_reputation,0.42401125
wallet_clustering_hhi,0.5652278326235418
