#{"t_start": 1746033477.47227, "env_id": "None"}
r,l,t
0.5,10,11.304093
-11.0,10,11.326735
-1.0,10,11.356154
4.0,10,14.244981
-5.0,10,14.266121
-8.0,10,14.287226
1.0,10,14.309087
-1.0,10,14.330621
-4.0,10,14.351348
-2.5,10,14.372418
1.0,10,14.393266
0.5,10,14.414824
1.0,10,14.435807
-7.0,10,14.457453
-5.5,10,14.47894
-5.0,10,14.499877
0.5,10,14.520816
-2.5,10,14.541802
-8.0,10,14.570466
-4.0,10,14.598544
7.0,10,14.620278
-5.0,10,14.642606
4.0,10,14.663954
4.0,10,14.68544
-5.0,10,14.706862
-5.5,10,14.729043
1.0,10,14.75076
-8.0,10,14.77254
-2.5,10,14.794541
-5.0,10,14.816193
-5.0,10,14.837867
4.0,10,14.86089
-2.5,10,14.882668
-2.5,10,14.904308
-2.0,10,14.926822
-2.5,10,14.948098
4.0,10,14.969735
-1.0,10,14.991498
-2.5,10,15.012899
-4.0,10,15.034245
-7.0,10,15.055567
-5.0,10,15.076562
1.0,10,15.097613
-8.0,10,15.118737
-5.5,10,15.140226
-8.0,10,15.161737
7.0,10,15.182788
-5.0,10,15.203866
-4.0,10,15.224797
-2.5,10,15.246036
-2.5,10,15.267199
1.0,10,15.288373
2.0,10,15.310355
0.5,10,15.331927
0.5,10,15.353997
-2.0,10,15.375889
1.0,10,15.39789
1.0,10,15.419284
7.0,10,15.440684
1.0,10,15.4618
-2.5,10,15.483138
-4.0,10,15.504524
-2.5,10,15.526309
-8.0,10,15.547733
-8.0,10,15.569325
-7.0,10,15.590747
1.0,10,15.612692
1.0,10,15.633972
1.0,10,15.655827
-1.0,10,15.677425
-5.5,10,15.698772
-2.5,10,15.71975
-5.0,10,15.74141
-14.0,10,15.762758
-2.5,10,15.783136
-5.0,10,15.804557
-2.5,10,15.826865
-5.0,10,15.848447
1.0,10,15.870487
-2.5,10,15.89235
2.0,10,15.914856
-1.0,10,15.937681
-2.0,10,15.959159
-4.0,10,15.980688
4.0,10,16.002243
-2.0,10,16.024268
-2.5,10,16.045849
-2.0,10,16.06728
-1.0,10,16.088478
-2.0,10,16.111326
-5.0,10,16.132977
-2.5,10,16.155136
-1.0,10,16.176561
-1.0,10,16.197969
-8.0,10,16.219675
-4.0,10,16.241331
-4.0,10,16.262758
1.0,10,16.284355
2.0,10,16.306681
-2.0,10,16.32826
0.5,10,16.350016
-8.5,10,16.371564
-8.0,10,16.393487
-4.0,10,16.415325
-2.5,10,16.437144
-4.0,10,16.458402
-2.5,10,16.479896
1.0,10,16.501158
-4.0,10,16.522651
-1.0,10,16.543908
-4.0,10,16.565878
-1.0,10,16.58715
1.0,10,16.608439
-5.5,10,16.629622
-2.5,10,16.650759
-5.5,10,16.672325
-5.5,10,16.693842
-14.0,10,16.714826
-2.0,10,16.73574
-2.5,10,16.757318
-2.0,10,16.778604
-2.5,10,16.79986
0.5,10,16.821127
-4.0,10,16.842258
-5.0,10,16.863276
-2.0,10,16.883869
-4.0,10,16.905652
-2.5,10,16.927127
-2.0,10,16.948591
-2.0,10,16.969078
-5.0,10,16.98911
-1.0,10,17.0092
4.0,10,17.029031
-4.0,10,17.049055
-7.0,10,17.069532
4.0,10,17.089598
1.0,10,17.109602
-4.0,10,17.129434
-5.5,10,17.14993
-2.5,10,17.1701
-4.0,10,17.190339
-8.0,10,17.210348
7.0,10,17.230327
-2.0,10,17.250272
-7.0,10,17.270239
-1.0,10,17.29056
-2.5,10,17.311095
7.0,10,17.331237
-5.5,10,17.351047
0.5,10,17.370947
-8.0,10,17.391024
0.5,10,17.411566
-5.5,10,17.431596
-2.0,10,17.452215
7.0,10,17.472434
4.0,10,17.492524
-4.0,10,17.512556
-8.0,10,17.532855
-1.0,10,17.55311
-5.0,10,17.573598
-4.0,10,17.593939
-11.0,10,17.613716
-5.0,10,17.633443
1.0,10,17.653478
-5.0,10,17.673604
2.0,10,17.693671
2.0,10,17.713872
4.0,10,17.7336
-4.0,10,17.75404
-2.5,10,17.776014
4.0,10,17.79792
-1.0,10,17.819279
-1.0,10,17.841297
-8.0,10,17.86313
-1.0,10,17.884079
-1.0,10,17.905695
-8.5,10,17.927772
-5.0,10,17.949526
-5.0,10,17.970927
-4.0,10,17.992424
-4.0,10,18.013426
1.0,10,18.03323
1.0,10,18.052882
-2.5,10,18.073124
-2.0,10,18.093007
-2.5,10,18.112791
4.0,10,18.132632
-17.0,10,18.152827
1.0,10,18.174266
0.5,10,18.195483
7.0,10,18.215291
-2.5,10,18.23572
0.5,10,18.255488
-5.0,10,18.277045
-2.0,10,18.298541
-5.0,10,18.320338
-4.0,10,18.34205
-5.5,10,18.362919
-4.0,10,18.383184
2.0,10,18.403006
4.0,10,18.424993
-2.5,10,18.446434
-2.5,10,18.46794
-5.0,10,18.489611
1.0,10,18.511266
3.5,10,18.532994
2.0,10,18.554845
-5.5,10,18.577042
-4.0,10,21.373506
-1.0,10,21.394134
2.0,10,21.415352
-7.0,10,21.436837
-1.0,10,21.459018
1.0,10,21.480099
-2.0,10,21.501173
3.5,10,21.52294
1.0,10,21.54405
-5.5,10,21.565838
2.0,10,21.587329
0.5,10,21.609035
7.0,10,21.630184
4.0,10,21.651528
1.0,10,21.672269
1.0,10,21.694035
-2.5,10,21.715489
-8.0,10,21.737299
-11.0,10,21.758982
-5.0,10,21.780526
-11.0,10,21.801514
4.0,10,21.823115
-2.0,10,21.844479
-2.5,10,21.864987
1.0,10,21.885241
-4.0,10,21.909514
4.0,10,21.931034
4.0,10,21.959322
0.5,10,21.986236
-4.0,10,22.007368
2.0,10,22.02754
-4.0,10,22.047513
-5.5,10,22.067467
-7.0,10,22.087725
-5.0,10,22.108114
-8.0,10,22.128116
-4.0,10,22.148252
-2.0,10,22.168466
1.0,10,22.188759
1.0,10,22.208934
4.0,10,22.229096
-4.0,10,22.248909
7.0,10,22.269137
7.0,10,22.289057
7.0,10,22.310226
7.0,10,22.330237
0.5,10,22.35063
-2.5,10,22.37136
1.0,10,22.392872
-2.0,10,22.413942
-4.0,10,22.434961
-2.0,10,22.45613
-5.5,10,22.477254
0.5,10,22.498133
4.0,10,22.522721
0.5,10,22.552381
-7.0,10,22.581585
0.5,10,22.602299
-2.0,10,22.622428
-2.0,10,22.642708
-5.0,10,22.662741
0.5,10,22.683125
-2.5,10,22.702888
-2.0,10,22.722934
-1.0,10,22.743388
4.0,10,22.764193
4.0,10,22.785471
2.0,10,22.807452
-2.5,10,22.829436
4.0,10,22.851443
-1.0,10,22.873252
-2.0,10,22.894938
2.0,10,22.916981
-2.0,10,22.938479
-5.5,10,22.958961
-2.5,10,22.979255
-1.0,10,22.999475
-1.0,10,23.019712
-4.0,10,23.041575
7.0,10,23.062765
0.5,10,23.084173
1.0,10,23.105615
-5.0,10,23.127253
-7.0,10,23.14877
1.0,10,23.169995
-7.0,10,23.192315
-8.0,10,23.213906
4.0,10,23.235483
0.5,10,23.257444
-4.0,10,23.279321
-1.0,10,23.301516
-5.5,10,23.329311
-7.0,10,23.357575
-5.0,10,23.385941
-2.5,10,23.407285
2.0,10,23.429534
4.0,10,23.451494
-8.0,10,23.472962
-1.0,10,23.494401
-7.0,10,23.516712
-5.0,10,23.53854
-8.0,10,23.562587
2.0,10,23.589526
4.0,10,23.614003
-5.5,10,23.644322
4.0,10,23.667671
-2.0,10,23.700031
-4.0,10,23.72813
-5.5,10,23.74914
-2.5,10,23.770031
-1.0,10,23.791144
-5.5,10,23.811848
1.0,10,23.832656
-8.0,10,23.8535
-5.5,10,23.874472
-2.0,10,23.895524
-4.0,10,23.916838
2.0,10,23.937309
1.0,10,23.957914
-2.0,10,23.978641
-5.0,10,23.9993
-2.5,10,24.019944
2.0,10,24.040723
-8.0,10,24.061764
-4.0,10,24.082218
0.5,10,24.10282
-5.0,10,24.123552
4.0,10,24.145258
-7.0,10,24.172988
4.0,10,24.200664
4.0,10,24.228703
5.0,10,24.256138
-5.5,10,24.284093
1.0,10,24.314131
-5.5,10,24.334806
-8.0,10,24.355647
-2.5,10,24.376928
2.0,10,24.397935
-4.0,10,24.41946
-2.5,10,24.441168
2.0,10,24.462586
1.0,10,24.484284
1.0,10,24.50593
0.5,10,24.527925
-4.0,10,24.549441
1.0,10,24.571532
4.0,10,24.593274
-1.0,10,24.615161
-8.0,10,24.636691
-2.0,10,24.658595
7.0,10,24.679667
0.5,10,24.701516
-2.5,10,24.722921
-10.0,10,24.745146
-5.0,10,24.767691
-2.5,10,24.78936
-5.5,10,24.810666
-8.0,10,24.83266
-5.5,10,24.853922
-2.5,10,24.875725
-5.0,10,24.89746
-7.0,10,24.91953
-5.5,10,24.940876
-7.0,10,24.961595
-5.0,10,24.982263
-4.0,10,25.003585
-8.0,10,25.024995
-7.0,10,25.046673
4.0,10,25.067883
-4.0,10,25.089428
7.0,10,25.110674
1.0,10,25.131806
-5.0,10,25.153271
0.5,10,25.174325
-11.0,10,25.195804
-1.0,10,25.217159
-5.0,10,25.238268
-5.5,10,25.259596
-2.0,10,25.281094
0.5,10,25.302877
10.0,10,25.323879
-5.5,10,25.345194
0.5,10,25.381758
0.5,10,25.413052
-5.5,10,25.433863
4.0,10,25.454611
7.0,10,25.47508
-4.0,10,25.495487
-2.0,10,25.515869
7.0,10,25.536842
-2.5,10,25.558092
1.0,10,25.579584
-2.0,10,25.600572
-5.5,10,25.621601
-2.5,10,25.64692
-2.0,10,25.668852
-4.0,10,25.690932
-2.0,10,25.7131
-5.5,10,25.734514
7.0,10,25.755701
1.0,10,25.777127
-8.0,10,25.798651
-2.5,10,25.819947
-8.0,10,25.841873
-1.0,10,25.86414
-5.5,10,28.642488
10.0,10,28.663116
5.0,10,28.683866
-8.0,10,28.704839
4.0,10,28.726631
1.0,10,28.747839
7.0,10,28.769262
-1.0,10,28.790059
-5.5,10,28.81078
-4.0,10,28.831458
10.0,10,28.852401
-8.5,10,29.325731
-11.0,10,29.346726
10.0,10,29.367506
7.0,10,29.388763
2.0,10,29.409799
-2.5,10,29.431478
4.0,10,29.452491
10.0,10,29.474069
7.0,10,29.495368
-2.5,10,29.516599
2.0,10,29.53809
1.0,10,29.559888
-4.0,10,29.58123
7.0,10,29.602762
7.0,10,29.624153
-14.0,10,29.645083
4.0,10,29.666095
7.0,10,29.687627
4.0,10,29.709499
1.0,10,29.730922
5.0,10,29.752682
4.0,10,29.774444
-8.5,10,29.796165
7.0,10,29.817482
-1.0,10,29.838662
7.0,10,29.859875
-2.0,10,29.881516
-2.5,10,29.903319
3.5,10,29.925941
7.0,10,29.948707
10.0,10,29.970128
-4.0,10,29.991561
1.0,10,30.012865
3.5,10,30.033816
7.0,10,30.05619
0.5,10,30.077876
-5.0,10,30.099231
5.0,10,30.120519
4.0,10,30.142353
7.0,10,30.163784
-2.0,10,30.18476
7.0,10,30.206187
-8.5,10,30.228115
1.0,10,30.249257
7.0,10,30.270637
-2.5,10,30.291931
-2.5,10,30.314895
4.0,10,30.344162
1.0,10,30.373011
-1.0,10,30.399692
-8.0,10,30.421692
-2.5,10,30.443748
-11.0,10,30.465399
4.0,10,30.486983
1.0,10,30.509082
10.0,10,30.530617
4.0,10,30.552239
2.0,10,30.57451
7.0,10,30.596164
10.0,10,30.61784
-5.5,10,30.639649
3.5,10,30.661591
5.0,10,30.683954
-5.5,10,30.706121
10.0,10,30.72781
10.0,10,30.749265
-5.5,10,30.771083
2.0,10,30.791913
4.0,10,30.81269
10.0,10,30.834231
7.0,10,30.85566
-7.0,10,30.877555
-2.5,10,30.898855
1.0,10,30.920928
4.0,10,30.942729
-1.0,10,30.96437
2.0,10,30.985969
0.5,10,31.00767
7.0,10,31.029357
0.5,10,31.051131
0.5,10,31.072615
-1.0,10,31.094388
-5.5,10,31.11599
-1.0,10,31.137715
2.0,10,31.159464
-5.0,10,31.18111
3.5,10,31.203129
-7.0,10,31.224759
-5.5,10,31.246534
10.0,10,31.268276
10.0,10,31.289968
7.0,10,31.312158
0.5,10,31.334512
-2.5,10,31.356506
-4.0,10,31.378481
7.0,10,31.399865
1.0,10,31.422259
-5.5,10,31.44385
5.0,10,31.46495
4.0,10,31.486691
7.0,10,31.508377
4.0,10,31.530187
0.5,10,31.551186
7.0,10,31.573486
-5.5,10,31.594965
-2.5,10,31.616384
1.0,10,31.637735
1.0,10,31.65993
-10.0,10,31.681531
-8.5,10,31.702747
-1.0,10,31.723729
-2.0,10,31.745724
0.5,10,31.767771
7.0,10,31.788788
-7.0,10,31.810548
10.0,10,31.831896
10.0,10,31.853148
-2.5,10,31.87471
2.0,10,31.897176
10.0,10,31.918959
4.0,10,31.940379
0.5,10,31.961934
-1.0,10,31.983738
3.5,10,32.005151
3.5,10,32.026787
7.0,10,32.048918
10.0,10,32.070632
-2.0,10,32.092058
7.0,10,32.113689
2.0,10,32.1353
-8.0,10,32.157302
-5.0,10,32.179188
5.0,10,32.200565
10.0,10,32.222081
3.5,10,32.243718
10.0,10,32.265478
-8.0,10,32.287154
7.0,10,32.309154
3.5,10,32.330745
-1.0,10,32.352216
0.5,10,32.373653
1.0,10,32.395513
0.5,10,32.417624
-2.0,10,32.439516
-1.0,10,32.461488
5.0,10,32.483017
4.0,10,32.504481
-4.0,10,32.526113
0.5,10,32.547859
4.0,10,32.569753
10.0,10,32.591331
3.5,10,32.612888
-5.0,10,32.634161
-5.0,10,32.655883
-2.0,10,32.677319
2.0,10,32.698729
-2.0,10,32.720485
0.5,10,32.742402
4.0,10,32.76495
10.0,10,32.786526
1.0,10,32.808088
-4.0,10,32.829482
-1.0,10,32.851288
4.0,10,32.872771
-7.0,10,32.894161
1.0,10,32.916226
4.0,10,32.937622
0.5,10,32.958933
-2.5,10,32.980513
-5.0,10,33.001847
4.0,10,33.024568
-2.0,10,33.046355
-7.0,10,33.068236
-5.5,10,33.089905
-10.0,10,33.111747
10.0,10,33.133551
10.0,10,33.155414
-7.0,10,33.177458
10.0,10,33.199614
1.0,10,33.222551
-1.0,10,33.25162
-2.5,10,33.281012
7.0,10,33.302324
7.0,10,33.323398
-7.0,10,33.344585
-4.0,10,33.365268
3.5,10,33.385799
3.5,10,33.406594
-8.5,10,33.42755
3.5,10,33.448621
7.0,10,33.470076
-1.0,10,33.491266
-4.0,10,33.512113
4.0,10,33.533067
5.0,10,36.381401
3.5,10,36.409728
-8.0,10,36.438167
-10.0,10,36.466535
4.0,10,36.494973
2.0,10,36.522636
-4.0,10,36.550105
3.5,10,36.576344
0.5,10,36.597123
2.0,10,36.623157
3.5,10,36.653385
5.0,10,36.681288
5.0,10,36.702229
-2.0,10,36.724373
-4.0,10,36.753218
-10.0,10,36.774151
7.0,10,36.795807
7.0,10,36.821707
5.0,10,36.844706
10.0,10,36.868821
-10.0,10,36.891801
-5.5,10,36.922597
0.5,10,36.953665
4.0,10,36.975218
1.0,10,36.996037
2.0,10,37.017794
-4.0,10,37.039769
2.0,10,37.062105
-5.5,10,37.090622
3.5,10,37.119809
4.0,10,37.140996
10.0,10,37.162495
7.0,10,37.183895
7.0,10,37.205653
-7.0,10,37.227187
3.5,10,37.248686
-2.0,10,37.269861
-8.5,10,37.297516
-7.0,10,37.324436
3.5,10,37.345684
-2.5,10,37.36685
10.0,10,37.38803
3.5,10,37.409586
5.0,10,37.430843
7.0,10,37.451164
-4.0,10,37.472011
5.0,10,37.493056
4.0,10,37.513941
0.5,10,37.53517
7.0,10,37.556184
5.0,10,37.576884
-5.0,10,37.597784
2.0,10,37.619004
-5.5,10,37.640064
7.0,10,37.661341
-2.0,10,37.6826
10.0,10,37.70359
7.0,10,37.725265
2.0,10,37.746616
7.0,10,37.768316
-5.0,10,37.788993
1.0,10,37.810418
4.0,10,37.831616
-1.0,10,37.852662
2.0,10,37.873574
-10.0,10,37.894667
2.0,10,37.916611
-8.5,10,37.938077
5.0,10,37.959867
-2.5,10,37.981168
-2.5,10,38.001969
7.0,10,38.023266
7.0,10,38.044623
10.0,10,38.065122
-8.5,10,38.086445
0.5,10,38.107317
4.0,10,38.127587
4.0,10,38.148708
10.0,10,38.169792
-8.5,10,38.190543
-5.5,10,38.211863
-8.5,10,38.232549
10.0,10,38.253186
-8.5,10,38.274115
10.0,10,38.295205
7.0,10,38.315799
-5.5,10,38.335734
-2.5,10,38.355755
5.0,10,38.37551
7.0,10,38.395224
-5.0,10,38.415689
-10.0,10,38.436064
2.0,10,38.455656
-14.0,10,38.4755
-5.0,10,38.495319
10.0,10,38.515735
5.0,10,38.536515
2.0,10,38.556469
-5.5,10,38.576925
7.0,10,38.596709
-14.0,10,38.616733
-7.0,10,38.636271
5.0,10,38.657672
3.5,10,38.678792
-11.0,10,38.699269
-8.5,10,38.720095
10.0,10,38.740924
0.5,10,38.76242
-4.0,10,38.782793
7.0,10,38.803564
5.0,10,38.824224
10.0,10,38.844768
10.0,10,38.865637
10.0,10,38.886414
2.0,10,38.907563
-5.0,10,38.928698
1.0,10,38.949085
5.0,10,38.97021
10.0,10,38.991508
7.0,10,39.012583
0.5,10,39.033982
-2.0,10,39.054779
-4.0,10,39.075689
10.0,10,39.096153
-8.5,10,39.116712
-2.5,10,39.13744
7.0,10,39.158158
4.0,10,39.178825
-7.0,10,39.199798
2.0,10,39.220783
10.0,10,39.241276
-2.0,10,39.262081
10.0,10,39.283046
5.0,10,39.304567
3.5,10,39.325661
10.0,10,39.346238
7.0,10,39.367072
4.0,10,39.387639
3.5,10,39.409519
-5.5,10,39.430688
7.0,10,39.45133
10.0,10,39.47235
10.0,10,39.493325
10.0,10,39.514094
-10.0,10,39.534783
-7.0,10,39.555545
10.0,10,39.576787
2.0,10,39.597551
4.0,10,39.618147
3.5,10,39.638695
-1.0,10,39.65924
-2.5,10,39.680032
7.0,10,39.700604
3.5,10,39.721729
1.0,10,39.746456
-2.0,10,39.769121
0.5,10,39.790555
10.0,10,39.813093
-5.5,10,39.834713
3.5,10,39.856814
0.5,10,39.87987
-10.0,10,39.902743
4.0,10,39.926017
10.0,10,39.949713
10.0,10,39.972158
7.0,10,39.995149
4.0,10,40.017337
10.0,10,40.038635
1.0,10,40.059852
-1.0,10,40.081733
-7.0,10,40.102975
-2.0,10,40.124694
0.5,10,40.147331
-8.5,10,40.168297
0.5,10,40.189598
-20.0,10,40.211745
1.0,10,40.233355
-2.5,10,40.254968
5.0,10,40.27675
7.0,10,40.298239
10.0,10,40.321208
4.0,10,40.343564
7.0,10,40.365643
3.5,10,40.386958
3.5,10,40.407911
-2.5,10,40.430616
3.5,10,40.452613
2.0,10,40.474312
4.0,10,40.496703
7.0,10,40.518145
10.0,10,40.539856
-1.0,10,40.562732
10.0,10,40.591918
3.5,10,40.613591
7.0,10,40.634627
-7.0,10,40.657167
0.5,10,40.678432
5.0,10,40.699508
5.0,10,40.727577
1.0,10,40.761938
10.0,10,40.790764
3.5,10,40.819326
10.0,10,40.840282
10.0,10,40.861079
-8.5,10,40.882247
4.0,10,43.464321
3.5,10,43.486701
-10.0,10,43.511307
0.5,10,43.537138
-2.0,10,43.566395
10.0,10,43.591598
-4.0,10,43.612301
4.0,10,43.633287
-2.0,10,43.654564
4.0,10,43.675702
3.5,10,43.696804
10.0,10,43.717695
10.0,10,43.738703
5.0,10,43.760627
4.0,10,43.781907
5.0,10,43.803221
0.5,10,43.824553
1.0,10,43.845721
7.0,10,43.866492
-17.0,10,43.887384
-1.0,10,43.908209
1.0,10,43.928365
7.0,10,43.949688
10.0,10,43.970215
0.5,10,43.992343
10.0,10,44.015007
10.0,10,44.036531
7.0,10,44.057522
5.0,10,44.078281
-1.0,10,44.099046
10.0,10,44.119885
7.0,10,44.140728
4.0,10,44.161651
4.0,10,44.182516
5.0,10,44.203122
5.0,10,44.223792
4.0,10,44.244554
1.0,10,44.266045
-7.0,10,44.286616
0.5,10,44.307556
-1.0,10,44.32827
0.5,10,44.349031
2.0,10,44.370009
-5.5,10,44.390453
10.0,10,44.411485
-2.5,10,44.432253
5.0,10,44.452922
4.0,10,44.473691
7.0,10,44.496521
10.0,10,44.51703
10.0,10,44.539768
4.0,10,44.561898
0.5,10,44.583633
-5.5,10,44.604183
-8.5,10,44.624874
-5.0,10,44.645524
-5.5,10,44.667435
10.0,10,44.689221
-1.0,10,44.710665
-2.5,10,44.736985
-1.0,10,44.764004
10.0,10,44.784776
-1.0,10,44.806047
3.5,10,44.827763
2.0,10,44.84901
5.0,10,44.870617
3.5,10,44.89213
2.0,10,44.914122
3.5,10,44.935941
-1.0,10,44.957444
3.5,10,44.978582
5.0,10,44.999535
0.5,10,45.020799
10.0,10,45.042029
-10.0,10,45.063069
-2.0,10,45.084277
10.0,10,45.105649
5.0,10,45.126452
10.0,10,45.147643
7.0,10,45.168597
2.0,10,45.189649
-2.5,10,45.210707
-1.0,10,45.231456
5.0,10,45.252649
2.0,10,45.273638
-8.5,10,45.294846
0.5,10,45.316549
10.0,10,45.337708
10.0,10,45.359037
-7.0,10,45.380095
10.0,10,45.400898
0.5,10,45.422252
5.0,10,45.443322
2.0,10,45.46434
0.5,10,45.4851
-2.5,10,45.506591
10.0,10,45.527605
7.0,10,45.548329
10.0,10,45.569435
10.0,10,45.590811
3.5,10,45.612076
10.0,10,45.633625
-1.0,10,45.654623
3.5,10,45.675787
-2.5,10,45.696833
10.0,10,45.717773
1.0,10,45.738567
2.0,10,45.760573
10.0,10,45.781365
7.0,10,45.801894
-1.0,10,45.822575
7.0,10,45.843499
-5.0,10,45.864312
2.0,10,45.884962
2.0,10,45.906581
10.0,10,45.935528
10.0,10,45.964184
-5.0,10,45.987435
10.0,10,46.009767
-5.5,10,46.031805
10.0,10,46.05445
-7.0,10,46.082701
1.0,10,46.110343
10.0,10,46.140364
5.0,10,46.168047
-5.0,10,46.196659
10.0,10,46.218801
-5.5,10,46.240711
10.0,10,46.262232
10.0,10,46.284147
5.0,10,46.306522
3.5,10,46.328379
10.0,10,46.350342
10.0,10,46.371719
-7.0,10,46.393752
4.0,10,46.416759
7.0,10,46.446537
5.0,10,46.475263
-1.0,10,46.503659
-2.0,10,46.52583
5.0,10,46.547453
3.5,10,46.581108
5.0,10,46.609184
2.0,10,46.630303
7.0,10,46.651297
10.0,10,46.672033
-4.0,10,46.693664
5.0,10,46.714639
10.0,10,46.736357
10.0,10,46.757699
10.0,10,46.779251
-20.0,10,46.800569
7.0,10,46.820855
0.5,10,46.841018
-5.5,10,46.861207
3.5,10,46.881782
-1.0,10,46.90219
-7.0,10,46.923011
7.0,10,46.943698
7.0,10,46.964688
1.0,10,46.986356
5.0,10,47.008374
10.0,10,47.030306
10.0,10,47.052107
4.0,10,47.07382
-5.5,10,47.095526
10.0,10,47.117327
5.0,10,47.138997
-7.0,10,47.160538
5.0,10,47.181256
10.0,10,47.20151
10.0,10,47.22196
10.0,10,47.242492
-5.5,10,47.263461
-5.0,10,47.284152
10.0,10,47.304982
10.0,10,47.325725
-4.0,10,47.346107
-8.5,10,47.366491
-7.0,10,47.386728
5.0,10,47.407236
5.0,10,47.427907
7.0,10,47.447961
3.5,10,47.46831
