#{"t_start": 1746049844.944246, "env_id": "None"}
r,l,t
1.0,1,11.388119
-1.0,1,11.399028
1.0,1,11.409793
1.0,1,11.420298
-1.0,1,11.430768
1.0,1,11.442413
-1.0,1,11.452878
-1.0,1,11.461828
-1.0,2,11.482395
1.0,1,11.495021
-1.0,1,11.510233
-1.0,2,11.534871
1.0,1,11.547053
1.0,1,11.558506
-1.0,2,11.579113
1.0,1,11.588836
-1.0,1,11.598608
-1.0,1,11.610082
1.0,1,11.620292
1.0,1,11.630858
-1.0,3,11.653308
1.0,1,11.664428
-1.0,1,11.676196
-1.0,4,11.720807
-1.0,2,11.741611
1.0,1,11.752889
1.0,3,11.792289
-1.0,1,11.807418
1.0,1,11.825303
1.0,1,11.842386
-1.0,1,11.860138
-1.0,1,11.872093
-1.0,1,11.883588
-1.0,1,11.893658
1.0,1,11.905945
1.0,2,11.928524
1.0,3,11.962409
-1.0,2,11.985795
-1.0,1,11.997236
1.0,1,12.010014
-1.0,4,12.064346
-1.0,5,12.148266
1.0,1,12.159967
-1.0,1,12.178608
1.0,1,12.196718
-1.0,1,12.209255
-1.0,1,12.220375
-1.0,1,12.231713
1.0,2,12.25863
-1.0,2,12.279732
-1.0,1,12.290574
1.0,1,12.299856
-1.0,1,12.310892
1.0,1,12.322172
1.0,1,12.333076
1.0,3,12.360499
1.0,1,12.371718
1.0,1,12.381412
1.0,1,12.392864
-1.0,2,12.41148
-1.0,1,12.424323
-1.0,1,12.436008
-1.0,1,12.446997
-1.0,2,12.469439
-1.0,1,12.478736
1.0,2,12.497609
-1.0,1,12.507537
-1.0,2,12.52845
-1.0,1,12.538478
1.0,1,12.550027
1.0,1,12.560223
-1.0,5,12.612051
1.0,1,12.623158
-1.0,2,12.642489
1.0,1,12.651841
-1.0,3,12.680676
-1.0,1,12.691043
1.0,1,12.700331
1.0,1,12.709677
-1.0,3,12.737268
-1.0,1,12.746996
1.0,1,12.758275
1.0,1,12.769351
1.0,2,12.790002
-1.0,1,12.80047
1.0,3,12.828566
1.0,1,12.839145
-1.0,1,12.85029
1.0,2,12.870439
1.0,1,12.880089
1.0,1,12.889781
1.0,1,12.900186
1.0,2,12.92103
-1.0,1,12.931844
-1.0,1,12.942855
1.0,1,12.952636
-1.0,1,12.963814
1.0,1,12.973506
1.0,3,12.995366
1.0,2,13.015628
1.0,1,13.026583
-1.0,1,13.037924
1.0,2,13.05756
1.0,1,13.069499
-1.0,1,13.08225
1.0,2,13.105699
-1.0,3,13.136007
1.0,2,13.156405
-1.0,1,13.165647
1.0,3,13.196271
-1.0,1,13.206406
-1.0,1,13.216498
1.0,1,13.226835
1.0,4,13.269069
1.0,1,13.278993
-1.0,1,13.290117
-1.0,1,13.299796
1.0,1,13.309268
-1.0,3,13.339178
1.0,1,13.348807
-1.0,1,13.359389
1.0,1,13.370278
-1.0,1,13.380617
1.0,1,13.389714
1.0,1,13.399719
1.0,4,13.438801
1.0,2,13.457746
1.0,1,13.469356
1.0,3,13.501367
1.0,1,13.511278
-1.0,1,13.520989
1.0,2,13.541326
1.0,1,13.55128
-1.0,1,13.560376
1.0,1,13.570785
1.0,1,13.581232
-1.0,1,13.591438
1.0,1,13.601437
-1.0,1,13.611385
1.0,1,13.621106
-1.0,1,13.630092
-1.0,2,13.650433
-1.0,1,13.661159
-1.0,2,13.673612
1.0,1,13.683329
-1.0,1,13.693166
-1.0,2,13.712149
1.0,1,13.721821
1.0,1,13.731907
-1.0,1,13.741093
1.0,3,13.768703
-1.0,2,13.787406
1.0,2,13.809884
-1.0,2,13.831559
1.0,2,13.852621
-1.0,1,13.863278
1.0,1,13.873005
-1.0,2,13.893597
-1.0,1,13.903658
-1.0,1,13.913239
1.0,1,13.923865
1.0,1,13.93342
1.0,2,13.954318
1.0,1,13.964293
-1.0,1,13.974216
1.0,1,13.984787
1.0,2,14.006534
-1.0,1,14.015265
-1.0,1,14.025789
-1.0,1,14.035912
-1.0,1,14.043772
-1.0,1,14.053071
1.0,1,14.06492
-1.0,1,14.076784
1.0,1,14.089638
-1.0,1,14.100953
1.0,1,14.113023
1.0,1,14.123695
-1.0,4,14.161137
-1.0,1,14.171403
1.0,3,14.200289
1.0,1,14.21031
1.0,1,14.220862
1.0,1,14.232135
1.0,2,14.252412
-1.0,2,14.272373
-1.0,2,14.291635
-1.0,1,14.302089
-1.0,5,14.353747
1.0,1,14.362992
-1.0,1,14.373979
-1.0,1,14.38446
1.0,1,14.393824
1.0,1,14.403623
1.0,1,14.41408
1.0,1,14.423962
-1.0,2,14.442233
1.0,3,14.474137
1.0,1,14.485594
-1.0,2,14.505721
1.0,3,14.535872
-1.0,1,14.546077
-1.0,1,14.556328
-1.0,1,14.566858
-1.0,1,14.577029
-1.0,1,14.588914
1.0,1,14.599728
-1.0,2,14.623006
-1.0,1,14.638624
1.0,3,14.673068
1.0,1,14.683444
-1.0,2,14.704932
-1.0,1,14.71409
1.0,1,14.725007
1.0,2,14.745008
-1.0,1,14.754249
1.0,1,14.764579
-1.0,1,14.775983
-1.0,1,14.786064
1.0,2,14.81424
1.0,1,14.832154
-1.0,1,14.844926
1.0,2,14.859302
1.0,1,14.870404
1.0,1,14.882534
-1.0,1,14.891213
-1.0,2,14.911628
-1.0,1,14.921235
-1.0,1,14.930327
-1.0,1,14.941428
1.0,1,14.949829
-1.0,3,14.981292
1.0,1,14.992281
1.0,2,15.013112
1.0,1,15.022593
-1.0,2,15.048434
-1.0,2,15.069443
1.0,1,15.082916
1.0,4,15.127373
-1.0,1,15.136325
-1.0,2,15.15849
-1.0,4,15.198391
1.0,1,15.209563
1.0,1,15.218895
1.0,1,15.228293
-1.0,1,15.238903
-1.0,1,15.248871
1.0,1,15.258317
-1.0,3,15.288087
-1.0,2,15.312272
-1.0,1,15.331722
1.0,1,15.344433
-1.0,1,15.353532
-1.0,3,15.387103
1.0,2,15.406786
-1.0,1,15.416276
1.0,1,15.427006
-1.0,1,15.437237
-1.0,1,15.446229
-1.0,4,15.485564
1.0,1,15.496266
1.0,1,15.508697
1.0,1,15.520277
1.0,1,15.531264
-1.0,1,15.541794
1.0,1,15.553174
-1.0,1,15.563693
-1.0,1,15.574567
1.0,2,15.594492
-1.0,3,15.623461
-1.0,2,15.645347
-1.0,3,15.667861
-1.0,1,15.678223
-1.0,1,15.689085
-1.0,1,15.697224
1.0,1,15.708349
-1.0,2,15.729292
-1.0,1,15.73947
-1.0,3,15.767576
1.0,1,15.778369
-1.0,1,15.789409
1.0,1,15.798524
1.0,2,15.822126
1.0,1,15.835952
1.0,1,15.847401
-1.0,1,15.858428
1.0,2,15.87971
1.0,1,15.888764
1.0,1,15.898075
-1.0,1,15.908614
1.0,1,15.9194
-1.0,2,15.940325
1.0,1,15.949549
1.0,1,15.959298
-1.0,1,15.969886
1.0,1,15.979787
1.0,1,15.99137
1.0,1,16.001853
1.0,1,16.011111
1.0,1,16.020987
-1.0,1,16.031266
-1.0,1,16.040737
1.0,1,16.052144
1.0,2,16.072947
-1.0,3,16.107865
1.0,1,16.118489
1.0,1,16.129635
1.0,1,16.140436
1.0,2,16.160905
1.0,3,16.190628
-1.0,1,16.201097
-1.0,1,16.212464
1.0,1,16.22463
-1.0,1,16.237009
1.0,1,16.247742
1.0,1,16.260115
1.0,1,16.270971
-1.0,2,16.291144
1.0,3,16.318491
1.0,1,16.328556
1.0,1,16.339554
-1.0,1,16.349695
-1.0,1,16.360774
1.0,1,16.37108
1.0,2,16.391938
1.0,1,16.40143
-1.0,1,16.411948
-1.0,2,16.433271
-1.0,1,16.442507
1.0,3,16.470835
1.0,4,16.51059
-1.0,1,16.521084
1.0,1,16.530724
1.0,1,16.541532
1.0,1,16.549619
1.0,2,16.571065
1.0,1,16.581125
1.0,1,16.59107
-1.0,1,16.601396
-1.0,1,16.612124
1.0,1,16.62353
-1.0,2,16.642402
1.0,1,16.653486
-1.0,1,16.662935
-1.0,2,16.681998
1.0,1,16.692319
-1.0,1,16.705197
-1.0,1,16.716292
-1.0,1,16.726799
-1.0,1,16.735646
-1.0,1,16.747372
-1.0,3,16.77757
1.0,2,16.80249
-1.0,1,16.821632
1.0,3,16.8658
-1.0,5,16.914079
-1.0,2,16.933508
-1.0,1,16.943249
-1.0,1,16.953563
1.0,1,16.964515
1.0,1,16.97474
-1.0,1,16.982382
1.0,1,16.992433
1.0,1,17.003143
1.0,1,17.016852
-1.0,2,17.042569
1.0,1,17.052876
1.0,3,17.091408
-1.0,2,17.113242
1.0,1,17.12462
-1.0,2,17.145985
1.0,1,17.157197
1.0,1,17.167897
-1.0,1,17.178306
-1.0,1,17.188372
1.0,1,17.198904
-1.0,2,17.223358
1.0,1,17.235288
-1.0,1,17.246218
-1.0,1,17.256909
1.0,2,17.276419
1.0,2,17.297534
-1.0,3,17.332559
-1.0,1,17.344327
-1.0,2,17.365072
1.0,1,17.375283
-1.0,1,17.383898
1.0,1,17.394389
1.0,2,17.415107
-1.0,4,17.453967
1.0,1,17.46304
1.0,1,17.473416
-1.0,2,17.495443
1.0,4,17.532551
-1.0,1,17.542137
1.0,1,17.553368
1.0,1,17.563722
1.0,1,17.576733
-1.0,1,17.588712
-1.0,2,17.610136
1.0,1,17.621062
-1.0,1,17.631394
-1.0,1,17.642423
-1.0,1,17.65721
-1.0,1,17.669834
-1.0,2,17.691398
1.0,1,17.702276
1.0,4,17.743939
1.0,4,17.786263
-1.0,1,17.796221
1.0,2,17.818065
-1.0,1,17.832523
-1.0,1,17.843758
1.0,1,17.854772
-1.0,1,17.865272
-1.0,1,17.877823
-1.0,1,17.89411
1.0,1,17.907292
1.0,1,17.917226
1.0,2,17.940147
-1.0,1,17.949277
1.0,1,17.960249
-1.0,1,17.970531
-1.0,1,17.980398
1.0,1,17.989307
1.0,1,17.999573
1.0,2,18.019551
1.0,1,18.029761
1.0,2,18.049925
-1.0,4,18.094294
-1.0,1,18.104197
-1.0,2,18.129418
1.0,1,18.141981
-1.0,1,18.152833
-1.0,2,18.171832
-1.0,1,18.182414
-1.0,1,18.190412
1.0,3,18.218053
-1.0,1,18.228307
-1.0,1,18.237862
1.0,1,18.247725
-1.0,1,18.263066
1.0,1,18.277712
1.0,1,18.289112
1.0,2,18.31036
-1.0,1,18.321924
1.0,1,18.330921
-1.0,2,18.351597
1.0,1,18.362087
1.0,1,18.371896
1.0,1,18.382471
-1.0,2,18.403856
1.0,1,18.414315
-1.0,1,18.425118
1.0,1,18.434777
-1.0,5,18.482077
-1.0,1,18.492316
-1.0,1,18.50319
-1.0,1,18.513114
-1.0,1,18.522954
1.0,2,18.543772
1.0,1,18.553313
1.0,2,18.57673
-1.0,1,18.588598
-1.0,4,18.627445
-1.0,1,18.637999
-1.0,2,18.655914
1.0,1,18.666841
1.0,1,18.676967
-1.0,3,18.705972
-1.0,1,18.716728
-1.0,1,18.725947
1.0,1,18.736484
-1.0,1,18.747285
-1.0,1,18.7581
-1.0,1,18.767679
1.0,2,18.786564
-1.0,2,18.811738
-1.0,2,18.83437
1.0,1,18.844821
1.0,2,18.865464
-1.0,1,18.875522
-1.0,1,18.885722
-1.0,2,18.90513
1.0,1,18.917661
1.0,1,18.93324
1.0,1,18.946658
1.0,1,18.958341
-1.0,1,18.968545
-1.0,1,18.978924
1.0,1,18.989471
-1.0,2,19.010423
1.0,1,19.020389
1.0,2,19.041383
-1.0,1,19.051288
1.0,1,19.062233
-1.0,4,19.112942
1.0,1,19.123835
-1.0,2,19.143724
1.0,1,19.151875
1.0,2,19.171593
1.0,1,19.180161
1.0,1,19.188879
1.0,1,19.198594
1.0,3,19.227365
1.0,3,19.253557
1.0,1,19.263649
-1.0,3,19.291653
1.0,1,19.300546
-1.0,3,19.32803
1.0,1,19.338496
1.0,3,19.367271
1.0,2,19.386333
-1.0,1,19.396667
-1.0,1,19.407252
1.0,2,19.427677
1.0,1,19.437535
1.0,2,19.456239
-1.0,2,19.475893
1.0,1,19.485532
-1.0,1,19.495315
-1.0,2,19.513207
-1.0,2,19.531018
1.0,2,19.550915
-1.0,2,19.570977
1.0,2,19.590658
1.0,3,19.617968
-1.0,1,19.627987
1.0,1,19.637769
1.0,2,19.655648
-1.0,2,19.672256
-1.0,3,19.70231
-1.0,5,19.749672
1.0,1,19.759771
-1.0,1,19.769612
1.0,1,19.7793
-1.0,2,19.797166
1.0,2,19.819617
1.0,2,19.839237
1.0,1,19.851989
-1.0,2,19.867111
1.0,2,19.893208
1.0,1,19.904905
1.0,1,19.915296
-1.0,2,19.937442
-1.0,3,19.964522
-1.0,1,19.974742
-1.0,1,19.983971
1.0,1,19.994145
-1.0,3,20.022813
1.0,1,20.032906
1.0,1,20.044064
-1.0,1,20.053373
1.0,1,20.064519
1.0,1,20.075079
1.0,1,20.088905
-1.0,1,20.101024
-1.0,1,20.113494
1.0,2,20.134764
-1.0,2,20.15379
-1.0,1,20.163583
1.0,1,20.174198
-1.0,1,20.183649
-1.0,1,20.193711
1.0,1,20.203487
-1.0,1,20.213376
-1.0,3,20.242282
1.0,1,20.253622
-1.0,1,20.263592
1.0,1,20.273697
-1.0,3,20.303389
1.0,1,20.313576
1.0,1,20.323891
1.0,1,20.334042
1.0,1,20.344671
-1.0,1,20.355409
1.0,1,20.365939
1.0,1,20.375147
-1.0,1,20.385959
-1.0,1,20.401187
1.0,1,20.412001
-1.0,2,20.431185
1.0,1,20.441267
1.0,1,20.451083
-1.0,1,20.461086
1.0,2,20.480442
1.0,1,20.490182
-1.0,1,20.499955
-1.0,1,20.510749
1.0,2,20.522439
-1.0,1,20.530894
1.0,2,20.542642
1.0,1,20.551895
1.0,1,20.56182
1.0,3,20.589859
-1.0,1,20.599483
1.0,1,20.609935
1.0,2,20.629151
1.0,3,20.65765
1.0,3,20.688439
-1.0,1,20.698749
-1.0,1,20.707403
1.0,3,20.734555
-1.0,1,20.746243
1.0,1,20.756896
1.0,3,20.785283
1.0,1,20.795601
-1.0,1,20.80704
1.0,3,20.8409
-1.0,1,20.852238
-1.0,2,20.87259
1.0,2,20.891447
1.0,1,20.901451
-1.0,1,20.911931
-1.0,1,20.92233
-1.0,3,20.952746
-1.0,1,20.96245
1.0,2,20.982906
1.0,2,21.003684
1.0,1,21.014662
1.0,1,21.025532
-1.0,2,21.044541
-1.0,1,21.054785
-1.0,2,21.077639
-1.0,1,21.08959
1.0,1,21.100516
1.0,1,21.113657
1.0,3,21.144527
1.0,1,21.154081
-1.0,2,21.167162
-1.0,2,21.187941
-1.0,2,21.208302
-1.0,1,21.21926
1.0,1,21.229108
1.0,6,21.28677
-1.0,1,21.29634
-1.0,1,21.306608
1.0,2,21.325085
1.0,2,21.345405
1.0,2,21.363319
-1.0,2,21.382922
-1.0,2,21.401681
-1.0,1,21.411004
1.0,1,21.421535
1.0,2,21.441219
-1.0,1,21.451253
1.0,1,21.461241
1.0,1,21.470946
-1.0,3,21.500647
-1.0,1,21.510505
-1.0,1,21.520109
-1.0,1,21.529942
1.0,2,21.549903
-1.0,1,21.559247
1.0,2,21.578175
-1.0,1,21.588764
1.0,1,21.598541
1.0,1,21.608823
1.0,1,21.618501
-1.0,1,21.628192
1.0,1,21.638251
-1.0,2,21.657454
1.0,1,21.667349
1.0,1,21.678578
1.0,1,21.688359
1.0,1,21.69938
-1.0,1,21.70883
1.0,1,21.721671
1.0,1,21.732795
-1.0,1,21.744315
-1.0,1,21.753735
-1.0,1,21.764701
-1.0,2,21.786317
-1.0,1,21.798088
1.0,1,21.810563
1.0,1,21.82202
-1.0,3,21.852195
-1.0,1,21.861987
-1.0,1,21.872143
1.0,1,21.88287
1.0,1,21.892676
-1.0,1,21.90363
1.0,1,21.914084
-1.0,3,21.944732
-1.0,1,21.955176
1.0,1,21.965398
-1.0,1,21.976651
1.0,1,21.988441
-1.0,1,22.000107
-1.0,1,22.012062
1.0,1,22.023094
-1.0,1,22.035721
-1.0,3,22.067908
1.0,1,22.078816
1.0,2,22.099853
1.0,2,22.121847
-1.0,1,22.132016
1.0,5,22.181421
1.0,1,22.192369
-1.0,1,22.20347
-1.0,5,22.259762
1.0,1,22.269228
1.0,3,22.299727
1.0,2,22.320141
-1.0,1,22.330932
1.0,1,22.341268
1.0,1,22.35017
1.0,1,22.36022
1.0,2,22.378014
1.0,1,22.388703
1.0,2,22.407864
1.0,2,22.42921
1.0,3,22.459943
-1.0,1,22.470344
-1.0,1,22.481007
1.0,1,22.49144
1.0,1,22.502512
-1.0,1,22.513408
1.0,1,22.523883
1.0,3,22.555427
1.0,1,22.566039
-1.0,1,22.577886
1.0,4,22.646135
1.0,1,22.661593
-1.0,1,22.675467
1.0,1,22.690342
-1.0,1,22.700281
-1.0,1,22.713567
-1.0,2,22.739491
1.0,2,22.765012
-1.0,1,22.778612
1.0,1,22.791485
-1.0,2,22.817128
1.0,3,22.898895
1.0,2,22.925987
-1.0,1,22.939373
1.0,1,22.955661
1.0,1,22.967986
-1.0,1,22.983476
-1.0,3,23.021492
-1.0,1,23.034162
1.0,1,23.048162
1.0,1,23.062587
-1.0,1,23.075005
-1.0,4,23.128259
1.0,1,23.14279
-1.0,1,23.155056
-1.0,1,23.166521
-1.0,3,23.203382
1.0,1,23.215682
1.0,1,23.228585
-1.0,1,23.239091
1.0,1,23.253159
-1.0,2,23.276325
-1.0,1,23.289076
1.0,2,23.319572
-1.0,1,23.33328
1.0,1,23.344355
1.0,1,23.356729
1.0,1,23.368737
1.0,1,23.38132
-1.0,1,23.39404
1.0,2,23.417619
-1.0,1,23.428463
-1.0,2,23.452575
-1.0,3,23.482328
1.0,1,23.493837
1.0,2,23.521415
-1.0,2,23.545518
1.0,1,23.55773
1.0,1,23.571947
1.0,1,23.583343
1.0,1,23.596636
-1.0,2,23.622725
1.0,2,23.646375
-1.0,1,23.659069
1.0,1,23.672433
1.0,1,23.68497
-1.0,4,23.731103
1.0,1,23.744223
-1.0,1,23.757703
1.0,3,23.794955
-1.0,1,23.807905
1.0,1,23.822382
1.0,1,23.833847
-1.0,1,23.846752
1.0,2,23.87018
-1.0,2,23.896997
1.0,1,23.909427
1.0,1,23.922888
1.0,1,23.935297
-1.0,1,23.948913
1.0,1,23.960263
1.0,2,23.989036
1.0,5,24.043363
-1.0,3,24.07758
1.0,1,24.090823
-1.0,1,24.101613
1.0,2,24.124273
1.0,1,24.13546
1.0,4,24.17774
1.0,1,24.187679
-1.0,2,24.205733
-1.0,1,24.216756
-1.0,3,24.248561
1.0,3,24.278558
1.0,2,24.299546
-1.0,2,24.319469
1.0,1,24.330221
1.0,2,24.354552
-1.0,2,24.378581
1.0,1,24.389993
1.0,1,24.403853
-1.0,1,24.417697
1.0,1,24.431044
-1.0,1,24.44338
-1.0,2,24.468266
1.0,1,24.480812
-1.0,1,24.493118
1.0,3,24.528408
1.0,1,24.540332
1.0,1,24.553162
1.0,1,24.565285
1.0,2,24.591465
-1.0,1,24.602721
1.0,7,24.688659
-1.0,3,24.715505
-1.0,1,24.727805
1.0,3,24.762097
1.0,1,24.775006
-1.0,1,24.787968
1.0,2,24.813826
1.0,1,24.826746
1.0,1,24.839802
-1.0,1,24.852498
-1.0,1,24.864244
-1.0,1,24.87817
-1.0,1,24.891087
-1.0,1,24.903336
-1.0,1,24.916342
-1.0,2,24.940545
1.0,1,24.952205
-1.0,1,24.963982
-1.0,2,24.989321
1.0,1,25.003987
1.0,1,25.017333
-1.0,2,25.04163
1.0,1,25.054381
-1.0,3,25.092942
-1.0,2,25.114981
-1.0,1,25.125615
1.0,1,25.135463
-1.0,1,25.145555
1.0,1,25.156458
-1.0,2,25.179219
1.0,1,25.190202
-1.0,3,25.221565
-1.0,1,25.23202
1.0,2,25.253735
-1.0,1,25.263943
-1.0,1,25.274841
1.0,1,25.286525
1.0,2,25.308971
-1.0,1,25.328213
-1.0,1,25.345942
-1.0,1,25.361626
1.0,1,25.373287
1.0,1,25.384924
1.0,1,25.394627
1.0,1,25.406015
1.0,2,25.430903
-1.0,2,25.444768
1.0,1,25.455614
1.0,1,25.467046
1.0,1,25.478018
1.0,1,25.490933
1.0,1,25.506016
1.0,1,25.523793
-1.0,1,25.539295
1.0,1,25.55246
-1.0,1,25.564743
-1.0,1,25.577164
-1.0,1,25.58931
-1.0,1,25.601214
1.0,3,25.636623
1.0,1,25.648902
1.0,1,25.660602
1.0,1,25.672606
1.0,1,25.683002
1.0,1,25.695354
-1.0,2,25.709644
-1.0,1,25.721191
-1.0,1,25.733486
-1.0,1,25.745147
-1.0,1,25.756647
1.0,1,25.766168
1.0,1,25.778407
-1.0,2,25.807155
-1.0,1,25.821883
-1.0,1,25.835958
1.0,2,25.871564
1.0,5,25.953874
1.0,1,25.96842
1.0,2,25.998893
-1.0,1,26.012452
1.0,2,26.040307
-1.0,1,26.057217
1.0,1,26.069779
-1.0,1,26.087045
-1.0,1,26.109911
-1.0,1,26.130991
-1.0,1,26.144275
1.0,1,26.167911
1.0,2,26.195785
1.0,1,26.208975
-1.0,1,26.220703
-1.0,1,26.232179
1.0,1,26.244531
-1.0,1,26.255409
-1.0,1,26.268387
1.0,1,26.280316
1.0,1,26.292477
