#{"t_start": 1746049844.5105972, "env_id": "None"}
r,l,t
1.0,1,17.657627
1.0,1,17.668893
1.0,1,17.680476
-1.0,1,17.690602
-1.0,1,17.699894
-1.0,1,17.710211
-1.0,1,17.720963
-1.0,2,17.741599
-1.0,2,17.766275
1.0,1,17.778692
-1.0,2,17.798651
-1.0,2,17.8184
1.0,1,17.828203
1.0,1,17.838318
-1.0,2,17.858799
1.0,1,17.867649
-1.0,3,17.897431
1.0,1,17.907595
1.0,1,17.918678
-1.0,1,17.929165
1.0,1,17.940218
1.0,1,17.949161
-1.0,2,17.966125
-1.0,1,17.976258
1.0,2,17.998433
-1.0,1,18.011071
-1.0,1,18.022846
1.0,3,18.054877
1.0,1,18.064979
-1.0,2,18.091139
-1.0,1,18.10315
1.0,3,18.135964
1.0,2,18.157816
1.0,1,18.167657
-1.0,1,18.177908
1.0,1,18.188761
-1.0,1,18.199064
-1.0,1,18.209782
1.0,1,18.21947
1.0,1,18.229781
1.0,1,18.241932
1.0,1,18.251431
1.0,2,18.277717
-1.0,2,18.299452
-1.0,1,18.311694
1.0,1,18.328057
-1.0,1,18.34086
1.0,1,18.351231
1.0,1,18.363492
-1.0,2,18.383634
-1.0,1,18.394438
-1.0,3,18.423423
-1.0,1,18.433195
-1.0,1,18.443745
-1.0,1,18.453442
1.0,1,18.464057
-1.0,1,18.474299
1.0,3,18.503646
1.0,1,18.515947
1.0,1,18.528278
1.0,1,18.537811
-1.0,1,18.551304
1.0,1,18.563246
-1.0,1,18.575703
1.0,3,18.605855
-1.0,2,18.624339
1.0,1,18.633976
-1.0,2,18.651548
1.0,2,18.671645
-1.0,2,18.696655
1.0,2,18.723161
1.0,2,18.74493
1.0,2,18.764848
-1.0,1,18.775546
1.0,1,18.784661
-1.0,1,18.795744
-1.0,2,18.816606
1.0,1,18.827293
1.0,1,18.837212
1.0,1,18.848904
-1.0,1,18.858718
-1.0,1,18.868454
1.0,2,18.888107
1.0,1,18.897167
-1.0,2,18.916128
-1.0,1,18.926028
-1.0,1,18.936795
-1.0,2,18.957099
-1.0,1,18.967008
1.0,1,18.977202
-1.0,1,18.987323
1.0,3,19.022373
1.0,1,19.03322
-1.0,4,19.071716
-1.0,1,19.081404
1.0,1,19.089522
1.0,3,19.120882
1.0,2,19.139456
-1.0,2,19.159971
-1.0,1,19.170137
-1.0,2,19.191889
-1.0,2,19.210598
-1.0,1,19.220317
1.0,1,19.233041
1.0,1,19.245323
-1.0,2,19.268022
-1.0,5,19.319927
-1.0,1,19.329381
-1.0,1,19.339097
-1.0,1,19.351559
1.0,1,19.366753
1.0,1,19.380243
1.0,2,19.402324
1.0,1,19.41258
1.0,2,19.433546
1.0,2,19.45445
1.0,1,19.464827
1.0,1,19.474827
-1.0,1,19.484862
-1.0,1,19.495786
1.0,1,19.506271
-1.0,1,19.525922
-1.0,1,19.536158
-1.0,1,19.546373
1.0,1,19.55754
-1.0,3,19.585807
1.0,1,19.596258
1.0,3,19.622605
1.0,1,19.632151
1.0,2,19.650582
-1.0,1,19.661068
-1.0,2,19.678354
1.0,1,19.687105
-1.0,1,19.697428
1.0,1,19.707648
1.0,1,19.717225
1.0,1,19.725166
1.0,1,19.734159
-1.0,1,19.74476
1.0,1,19.753311
-1.0,1,19.761559
1.0,1,19.772046
1.0,1,19.782227
1.0,1,19.790458
-1.0,1,19.800567
1.0,1,19.810904
1.0,1,19.819773
1.0,1,19.830344
-1.0,1,19.840899
-1.0,1,19.850587
-1.0,1,19.861202
1.0,3,19.890218
-1.0,1,19.899844
1.0,2,19.919213
1.0,1,19.928949
-1.0,2,19.94683
-1.0,3,19.975111
1.0,1,19.984422
1.0,1,19.994966
-1.0,1,20.00446
1.0,1,20.015359
-1.0,1,20.024151
1.0,1,20.033642
-1.0,1,20.041779
-1.0,1,20.051611
1.0,1,20.061621
1.0,5,20.105909
-1.0,1,20.116342
-1.0,1,20.12644
1.0,1,20.13565
1.0,1,20.146044
1.0,1,20.155783
1.0,3,20.183397
-1.0,1,20.193413
-1.0,1,20.203499
1.0,1,20.212903
-1.0,3,20.242506
1.0,1,20.253182
1.0,2,20.273429
-1.0,1,20.28566
1.0,2,20.300574
-1.0,1,20.313687
-1.0,1,20.326666
-1.0,1,20.338523
-1.0,1,20.348929
1.0,1,20.360195
-1.0,1,20.370922
1.0,1,20.380298
-1.0,2,20.398145
-1.0,1,20.408353
-1.0,1,20.41761
1.0,1,20.428186
1.0,1,20.43871
-1.0,2,20.456449
-1.0,1,20.467266
1.0,1,20.477687
-1.0,1,20.487305
1.0,1,20.498169
1.0,1,20.508565
1.0,2,20.534835
1.0,1,20.547131
-1.0,1,20.558205
1.0,1,20.568236
1.0,1,20.5785
1.0,1,20.587214
-1.0,1,20.597186
-1.0,1,20.607458
1.0,1,20.617271
-1.0,1,20.627328
-1.0,1,20.637108
1.0,1,20.647005
-1.0,2,20.666935
1.0,1,20.675752
-1.0,1,20.68719
1.0,2,20.707705
1.0,3,20.737391
1.0,1,20.74721
1.0,1,20.757512
1.0,1,20.76764
1.0,1,20.778267
1.0,3,20.808896
-1.0,1,20.819692
-1.0,2,20.845784
1.0,3,20.875061
1.0,1,20.884726
1.0,1,20.894724
1.0,4,20.93401
-1.0,4,20.964627
1.0,3,20.985681
-1.0,3,21.013705
1.0,1,21.023349
1.0,1,21.033097
1.0,1,21.043201
-1.0,2,21.062774
-1.0,1,21.072621
1.0,1,21.081889
1.0,1,21.091141
-1.0,2,21.111891
1.0,1,21.121839
1.0,4,21.155434
1.0,1,21.168083
1.0,1,21.179883
-1.0,1,21.190521
-1.0,4,21.229408
1.0,1,21.240632
1.0,2,21.263843
-1.0,1,21.274423
-1.0,1,21.285898
-1.0,1,21.2965
-1.0,1,21.306096
-1.0,1,21.316648
1.0,1,21.324991
1.0,3,21.356134
-1.0,1,21.366957
1.0,2,21.386332
-1.0,2,21.407137
1.0,1,21.416417
1.0,1,21.426871
-1.0,1,21.437777
1.0,1,21.448288
-1.0,1,21.459175
1.0,3,21.489254
1.0,1,21.500035
1.0,2,21.523396
1.0,1,21.534814
1.0,2,21.557316
-1.0,1,21.567713
1.0,4,21.600831
-1.0,1,21.611932
-1.0,3,21.641962
-1.0,1,21.652904
-1.0,2,21.672579
1.0,2,21.691639
1.0,1,21.701507
-1.0,1,21.711012
-1.0,1,21.720164
-1.0,4,21.758729
-1.0,1,21.768901
1.0,2,21.787929
1.0,1,21.79681
1.0,1,21.806886
-1.0,1,21.816374
-1.0,2,21.835316
1.0,1,21.845107
1.0,1,21.855238
1.0,2,21.874859
1.0,1,21.884875
-1.0,1,21.894994
1.0,3,21.924636
1.0,2,21.944273
-1.0,2,21.964007
1.0,1,21.97433
-1.0,1,21.983469
1.0,1,21.992862
1.0,1,22.002939
-1.0,1,22.011751
-1.0,1,22.022414
1.0,1,22.032214
-1.0,1,22.0425
-1.0,1,22.052169
-1.0,3,22.080967
1.0,2,22.101225
-1.0,1,22.112207
-1.0,1,22.122032
1.0,1,22.133002
1.0,1,22.143117
1.0,1,22.155283
-1.0,5,22.209121
-1.0,1,22.219895
1.0,1,22.231713
1.0,1,22.244035
1.0,1,22.255641
1.0,1,22.266295
-1.0,1,22.275989
1.0,2,22.295774
1.0,1,22.30625
-1.0,1,22.316471
1.0,1,22.326401
1.0,1,22.337309
-1.0,1,22.347842
-1.0,2,22.367682
-1.0,1,22.378115
1.0,1,22.388126
1.0,1,22.399717
1.0,1,22.41027
1.0,1,22.422154
-1.0,2,22.446201
1.0,3,22.481209
1.0,2,22.501473
-1.0,1,22.512208
-1.0,2,22.533621
1.0,1,22.544314
1.0,1,22.55486
-1.0,1,22.565922
1.0,1,22.576358
-1.0,2,22.594637
-1.0,1,22.604504
1.0,1,22.61549
-1.0,2,22.637408
1.0,1,22.648456
-1.0,2,22.671246
-1.0,1,22.681985
-1.0,3,22.713114
1.0,1,22.722804
-1.0,1,22.733165
1.0,1,22.743787
1.0,1,22.753867
1.0,1,22.764574
-1.0,1,22.774921
1.0,1,22.783814
1.0,1,22.793821
1.0,2,22.812242
-1.0,1,22.821963
1.0,1,22.832834
1.0,1,22.841443
-1.0,1,22.852612
-1.0,2,22.872758
1.0,1,22.881093
-1.0,1,22.893452
1.0,1,22.903994
1.0,2,22.925158
1.0,1,22.936152
1.0,2,22.957577
-1.0,1,22.967793
1.0,1,22.978482
1.0,2,22.99941
-1.0,1,23.01153
-1.0,1,23.02451
-1.0,2,23.064492
1.0,1,23.079383
-1.0,4,23.134124
1.0,1,23.147213
-1.0,1,23.160434
-1.0,1,23.173015
-1.0,1,23.186611
1.0,1,23.198626
-1.0,10,23.373355
-1.0,3,23.417041
-1.0,1,23.429517
1.0,1,23.442813
-1.0,1,23.455601
1.0,3,23.496262
-1.0,1,23.509273
1.0,1,23.523904
1.0,1,23.538615
-1.0,1,23.55003
1.0,1,23.562574
-1.0,3,23.600979
-1.0,1,23.614655
-1.0,2,23.637113
1.0,1,23.649534
-1.0,5,23.710391
1.0,1,23.723492
1.0,1,23.73818
-1.0,1,23.753161
1.0,2,23.778944
-1.0,1,23.79053
-1.0,1,23.802383
1.0,1,23.814965
-1.0,1,23.827553
-1.0,1,23.840735
1.0,2,23.862739
-1.0,2,23.886179
-1.0,1,23.899208
1.0,4,23.940826
-1.0,4,23.992209
-1.0,1,24.005466
1.0,1,24.017775
-1.0,1,24.030771
-1.0,1,24.042525
1.0,2,24.067361
-1.0,2,24.093524
-1.0,1,24.106354
1.0,1,24.119492
-1.0,1,24.133894
1.0,2,24.15115
-1.0,1,24.16478
-1.0,1,24.17788
-1.0,2,24.203419
-1.0,1,24.215717
-1.0,1,24.228184
1.0,1,24.241485
-1.0,1,24.256035
1.0,1,24.267881
-1.0,1,24.280443
1.0,2,24.304089
1.0,2,24.330823
1.0,1,24.344009
1.0,1,24.356537
1.0,2,24.383318
-1.0,1,24.393838
1.0,1,24.406903
1.0,1,24.422892
-1.0,1,24.433811
-1.0,1,24.446143
-1.0,1,24.456696
1.0,1,24.466598
-1.0,1,24.476755
1.0,1,24.487196
1.0,1,24.498824
1.0,1,24.510934
1.0,2,24.535456
-1.0,1,24.545711
-1.0,1,24.55777
-1.0,1,24.569182
-1.0,1,24.580709
1.0,1,24.590426
-1.0,1,24.601051
1.0,1,24.611122
-1.0,3,24.640255
1.0,2,24.661194
-1.0,1,24.670913
-1.0,1,24.682005
1.0,1,24.692331
-1.0,1,24.701528
1.0,1,24.711903
1.0,2,24.733697
1.0,2,24.753639
-1.0,1,24.763853
-1.0,1,24.774655
1.0,1,24.787998
-1.0,1,24.800855
1.0,1,24.812033
-1.0,4,24.864722
-1.0,2,24.889574
-1.0,1,24.902423
1.0,1,24.914432
1.0,1,24.926936
1.0,1,24.939516
-1.0,3,24.974159
1.0,1,24.987436
-1.0,1,24.99896
-1.0,1,25.01178
-1.0,1,25.024702
1.0,1,25.037151
1.0,1,25.049454
-1.0,1,25.063126
-1.0,1,25.075804
1.0,1,25.087422
-1.0,1,25.098947
-1.0,2,25.122666
-1.0,1,25.134534
-1.0,6,25.195819
-1.0,1,25.20865
-1.0,1,25.221456
1.0,1,25.235042
1.0,1,25.248142
-1.0,2,25.272976
1.0,1,25.28647
-1.0,2,25.31184
-1.0,3,25.349845
1.0,2,25.374549
1.0,1,25.385868
1.0,1,25.397443
-1.0,1,25.41087
1.0,1,25.423203
1.0,1,25.43743
-1.0,1,25.451295
1.0,1,25.46292
1.0,1,25.475235
1.0,1,25.487991
1.0,2,25.513692
-1.0,1,25.526264
-1.0,1,25.538058
1.0,1,25.54838
-1.0,1,25.558715
-1.0,1,25.569114
1.0,1,25.579382
1.0,1,25.590075
1.0,2,25.612838
1.0,2,25.634597
-1.0,1,25.645191
1.0,1,25.655624
1.0,1,25.666367
1.0,1,25.676621
-1.0,2,25.697694
1.0,1,25.708475
-1.0,1,25.719483
1.0,1,25.732005
1.0,1,25.742453
1.0,1,25.761862
-1.0,1,25.779596
1.0,1,25.794386
1.0,1,25.806121
-1.0,2,25.828811
1.0,1,25.839565
-1.0,4,25.878124
1.0,1,25.889224
-1.0,1,25.900639
1.0,1,25.911207
-1.0,2,25.939621
-1.0,1,25.956732
1.0,1,25.97251
1.0,2,25.998955
-1.0,1,26.010699
-1.0,1,26.022782
1.0,1,26.035178
1.0,1,26.047139
1.0,1,26.057975
-1.0,1,26.06979
1.0,1,26.08263
-1.0,1,26.094199
-1.0,2,26.117054
1.0,1,26.12893
-1.0,2,26.143159
-1.0,1,26.154887
1.0,2,26.17811
1.0,2,26.200503
-1.0,1,26.212047
1.0,1,26.223887
1.0,1,26.240092
1.0,1,26.255425
-1.0,2,26.284806
-1.0,4,26.346995
-1.0,1,26.367831
1.0,2,26.402248
-1.0,1,26.418594
1.0,2,26.446161
-1.0,1,26.460073
-1.0,1,26.474271
-1.0,3,26.520653
-1.0,1,26.543365
-1.0,2,26.578324
1.0,2,26.616064
1.0,2,26.642721
1.0,2,26.666277
1.0,2,26.690003
1.0,1,26.702315
1.0,1,26.713511
1.0,1,26.726087
-1.0,1,26.737505
