#{"t_start": 1746049845.150762, "env_id": "None"}
r,l,t
1.0,1,8.575737
1.0,1,8.586851
-1.0,1,8.597821
1.0,1,8.610476
1.0,3,8.644408
1.0,1,8.655563
-1.0,2,8.673519
1.0,1,8.683673
1.0,2,8.702288
1.0,1,8.71284
-1.0,1,8.723253
1.0,2,8.743312
-1.0,1,8.753885
-1.0,2,8.774881
1.0,2,8.7953
-1.0,1,8.805362
1.0,1,8.815906
1.0,1,8.826816
1.0,1,8.836654
1.0,1,8.846859
-1.0,2,8.869433
1.0,1,8.882057
-1.0,2,8.903996
1.0,1,8.914274
-1.0,1,8.925587
1.0,1,8.936181
-1.0,1,8.946049
1.0,1,8.957552
1.0,1,8.966364
-1.0,1,8.977853
1.0,1,8.987386
-1.0,1,8.997662
1.0,1,9.00786
1.0,1,9.01926
1.0,1,9.029046
-1.0,2,9.049123
1.0,1,9.058521
-1.0,4,9.097717
1.0,2,9.117938
-1.0,1,9.126482
1.0,2,9.139766
-1.0,1,9.149478
1.0,1,9.160302
1.0,2,9.180942
-1.0,3,9.212443
-1.0,2,9.236096
1.0,1,9.247167
-1.0,2,9.26096
-1.0,1,9.272181
-1.0,2,9.293116
1.0,1,9.302845
1.0,1,9.312942
1.0,5,9.363187
1.0,1,9.372643
-1.0,2,9.392224
-1.0,4,9.431856
-1.0,1,9.442959
1.0,1,9.453405
-1.0,1,9.463241
1.0,2,9.482816
-1.0,1,9.492464
1.0,1,9.502589
-1.0,2,9.523066
1.0,1,9.534381
-1.0,2,9.555104
-1.0,2,9.576182
1.0,1,9.587326
-1.0,1,9.599537
-1.0,1,9.620629
-1.0,1,9.636679
-1.0,1,9.652762
-1.0,1,9.663248
-1.0,1,9.674309
-1.0,1,9.68374
-1.0,4,9.715989
-1.0,1,9.726182
-1.0,2,9.746636
1.0,2,9.767972
1.0,1,9.78021
1.0,2,9.801389
1.0,2,9.821589
1.0,1,9.832489
1.0,6,9.888733
1.0,2,9.909388
1.0,1,9.919465
-1.0,1,9.932745
-1.0,1,9.943656
-1.0,1,9.955604
-1.0,2,9.977839
-1.0,1,9.988661
1.0,1,9.999404
-1.0,1,10.011916
1.0,2,10.036197
-1.0,1,10.047307
-1.0,1,10.058949
1.0,2,10.078791
1.0,1,10.087873
1.0,1,10.098345
-1.0,1,10.108787
1.0,1,10.118723
1.0,1,10.129716
-1.0,1,10.139565
1.0,2,10.15958
-1.0,2,10.179325
-1.0,1,10.188262
1.0,4,10.231986
1.0,1,10.243586
-1.0,4,10.288132
1.0,1,10.298784
-1.0,1,10.308009
-1.0,1,10.319421
-1.0,1,10.33034
1.0,1,10.341278
-1.0,3,10.369832
-1.0,1,10.380455
1.0,1,10.39045
-1.0,1,10.401027
-1.0,1,10.412132
1.0,1,10.422799
1.0,1,10.432647
-1.0,2,10.452308
-1.0,1,10.462197
1.0,1,10.473375
-1.0,3,10.502386
-1.0,1,10.512802
1.0,1,10.524591
-1.0,1,10.535112
1.0,2,10.554672
1.0,1,10.566114
-1.0,1,10.576401
-1.0,1,10.587112
-1.0,1,10.598593
-1.0,2,10.622743
-1.0,1,10.634434
1.0,1,10.646353
1.0,3,10.679404
1.0,1,10.688939
-1.0,1,10.699412
-1.0,2,10.720098
-1.0,3,10.749792
-1.0,1,10.759728
1.0,1,10.77045
1.0,3,10.79247
-1.0,2,10.811867
1.0,2,10.832906
1.0,1,10.843192
-1.0,1,10.852503
1.0,2,10.87898
1.0,2,10.903211
-1.0,1,10.914665
1.0,1,10.925309
1.0,1,10.934929
1.0,1,10.945668
-1.0,2,10.966261
1.0,1,10.975703
1.0,1,10.986911
-1.0,1,10.997569
-1.0,1,11.007518
1.0,1,11.018786
1.0,2,11.041301
1.0,1,11.053055
1.0,3,11.083859
-1.0,1,11.095119
-1.0,1,11.105566
-1.0,1,11.117215
1.0,2,11.139786
-1.0,1,11.151507
1.0,1,11.162367
1.0,2,11.18229
1.0,1,11.192497
-1.0,2,11.213974
1.0,1,11.225083
-1.0,3,11.255578
-1.0,1,11.265944
1.0,2,11.288618
1.0,1,11.303643
1.0,2,11.328495
-1.0,1,11.340544
1.0,2,11.363807
-1.0,1,11.372906
-1.0,2,11.392867
-1.0,1,11.403544
-1.0,1,11.414311
-1.0,1,11.42442
1.0,1,11.433667
1.0,2,11.446594
1.0,2,11.469988
-1.0,3,11.502752
-1.0,1,11.514044
1.0,2,11.534856
-1.0,1,11.546434
-1.0,1,11.563539
1.0,1,11.574495
-1.0,2,11.60104
-1.0,2,11.636769
-1.0,1,11.653678
-1.0,1,11.665582
1.0,2,11.688015
-1.0,1,11.699419
1.0,2,11.722492
-1.0,2,11.744737
-1.0,2,11.767947
1.0,4,11.816907
-1.0,2,11.846012
1.0,2,11.869028
1.0,2,11.902317
-1.0,1,11.921371
1.0,2,11.953728
-1.0,1,11.972078
-1.0,1,11.990211
-1.0,4,12.03984
1.0,1,12.051808
1.0,2,12.073358
1.0,3,12.104692
-1.0,1,12.115708
1.0,1,12.126556
1.0,3,12.154497
-1.0,2,12.175292
1.0,1,12.185644
-1.0,2,12.205131
1.0,1,12.217909
1.0,2,12.240819
-1.0,1,12.251947
-1.0,1,12.26251
1.0,2,12.280829
-1.0,2,12.301529
1.0,1,12.311866
-1.0,1,12.321722
-1.0,1,12.331935
1.0,2,12.353945
-1.0,1,12.365052
-1.0,1,12.375428
1.0,1,12.386451
-1.0,1,12.396946
1.0,1,12.405409
-1.0,1,12.416575
1.0,1,12.426456
1.0,1,12.435927
1.0,1,12.445283
1.0,2,12.465204
1.0,1,12.474405
1.0,7,12.540938
1.0,1,12.551688
-1.0,1,12.562809
-1.0,1,12.573633
1.0,1,12.583292
-1.0,1,12.593954
-1.0,2,12.610547
1.0,2,12.633091
1.0,1,12.643761
1.0,1,12.653616
-1.0,1,12.663764
-1.0,3,12.693886
-1.0,1,12.70394
1.0,2,12.725742
1.0,1,12.736423
1.0,1,12.746522
-1.0,2,12.767704
-1.0,3,12.789624
1.0,1,12.799364
-1.0,2,12.820497
-1.0,3,12.851751
1.0,1,12.863198
1.0,2,12.888324
1.0,1,12.898604
1.0,1,12.90983
-1.0,1,12.918445
-1.0,1,12.929395
1.0,1,12.939325
1.0,1,12.949797
1.0,1,12.959074
-1.0,2,12.980314
1.0,3,13.010017
1.0,1,13.019514
-1.0,1,13.030912
1.0,1,13.041885
-1.0,1,13.051621
-1.0,2,13.073025
-1.0,2,13.09339
-1.0,2,13.114281
1.0,1,13.124286
1.0,2,13.142631
1.0,1,13.152833
1.0,1,13.163794
1.0,1,13.174043
1.0,1,13.183161
1.0,2,13.203765
1.0,1,13.213578
-1.0,1,13.223547
1.0,3,13.251437
1.0,2,13.274008
-1.0,1,13.284506
-1.0,1,13.294769
1.0,1,13.304742
-1.0,1,13.314408
-1.0,1,13.325645
1.0,1,13.334643
1.0,2,13.354522
-1.0,1,13.364223
1.0,1,13.374686
-1.0,1,13.384889
-1.0,1,13.394912
1.0,2,13.41403
-1.0,3,13.444183
-1.0,5,13.486912
1.0,1,13.495677
1.0,2,13.51547
-1.0,4,13.552577
-1.0,1,13.562086
1.0,2,13.581072
1.0,1,13.591585
1.0,2,13.61513
1.0,1,13.624876
-1.0,2,13.646541
-1.0,2,13.666957
-1.0,1,13.677746
1.0,1,13.687161
-1.0,1,13.697165
1.0,1,13.707187
-1.0,1,13.716744
-1.0,1,13.727301
1.0,1,13.736721
1.0,1,13.747643
-1.0,2,13.767988
1.0,1,13.778294
-1.0,3,13.808963
1.0,3,13.837805
-1.0,1,13.846565
-1.0,1,13.858385
-1.0,1,13.870236
1.0,2,13.894595
1.0,1,13.906524
1.0,2,13.926757
-1.0,1,13.935774
1.0,1,13.94446
-1.0,2,13.965005
-1.0,2,13.98396
1.0,1,13.993889
-1.0,1,14.003773
1.0,1,14.014295
1.0,1,14.02563
1.0,1,14.03635
1.0,1,14.045763
-1.0,3,14.075012
1.0,1,14.085048
1.0,1,14.096369
1.0,3,14.127797
1.0,1,14.137559
-1.0,2,14.156827
1.0,1,14.167441
1.0,2,14.187598
-1.0,1,14.197043
-1.0,1,14.207539
-1.0,1,14.217728
1.0,2,14.236512
-1.0,1,14.247113
1.0,1,14.256419
1.0,1,14.267444
-1.0,2,14.290034
-1.0,3,14.318807
-1.0,2,14.340079
-1.0,1,14.349923
-1.0,1,14.360307
-1.0,1,14.371028
1.0,1,14.382353
-1.0,1,14.39256
1.0,1,14.403939
-1.0,1,14.416569
1.0,1,14.432084
1.0,2,14.455211
1.0,1,14.46544
-1.0,1,14.477406
1.0,3,14.508141
1.0,2,14.528265
-1.0,3,14.558397
-1.0,1,14.569479
1.0,1,14.579828
-1.0,1,14.589703
1.0,1,14.607668
-1.0,1,14.625678
-1.0,3,14.653444
-1.0,1,14.664019
1.0,2,14.685416
-1.0,4,14.724618
1.0,2,14.743874
-1.0,2,14.764418
1.0,1,14.774984
1.0,1,14.785707
1.0,1,14.796254
-1.0,1,14.806404
1.0,1,14.816442
-1.0,1,14.8271
1.0,1,14.84195
-1.0,2,14.863225
1.0,1,14.876206
-1.0,1,14.887766
-1.0,2,14.909572
-1.0,2,14.930632
1.0,1,14.941571
-1.0,1,14.952386
-1.0,1,14.963422
-1.0,1,14.974217
1.0,2,14.992562
1.0,3,15.022751
-1.0,1,15.032558
1.0,4,15.071267
1.0,2,15.093294
-1.0,1,15.106347
1.0,1,15.125183
-1.0,2,15.147825
1.0,1,15.158741
1.0,1,15.16996
-1.0,1,15.180426
1.0,1,15.190356
1.0,1,15.200134
-1.0,1,15.209706
-1.0,3,15.240139
-1.0,3,15.268372
-1.0,1,15.278949
1.0,1,15.289743
1.0,1,15.301944
-1.0,1,15.313686
1.0,2,15.335732
1.0,1,15.346623
1.0,1,15.357185
-1.0,2,15.377694
1.0,1,15.387857
1.0,1,15.398461
1.0,1,15.406598
1.0,1,15.416731
-1.0,1,15.427942
-1.0,2,15.448998
1.0,2,15.46128
1.0,1,15.471715
1.0,2,15.49148
-1.0,1,15.501797
1.0,1,15.511971
-1.0,3,15.542453
1.0,2,15.561241
-1.0,1,15.571847
1.0,2,15.593018
-1.0,1,15.603901
1.0,1,15.61638
-1.0,1,15.62938
1.0,2,15.652231
-1.0,1,15.662916
-1.0,3,15.691287
1.0,1,15.702083
-1.0,1,15.712929
-1.0,1,15.7237
-1.0,1,15.733561
1.0,2,15.752989
1.0,2,15.773795
1.0,1,15.784839
-1.0,3,15.815289
1.0,2,15.83489
1.0,3,15.866697
-1.0,1,15.878263
1.0,1,15.890838
1.0,1,15.901754
-1.0,1,15.911897
-1.0,1,15.923033
-1.0,1,15.933908
1.0,3,15.964581
-1.0,2,15.984306
1.0,2,16.005972
1.0,3,16.041949
-1.0,1,16.053575
1.0,1,16.064465
1.0,1,16.074672
-1.0,3,16.1041
-1.0,2,16.122949
-1.0,1,16.133011
-1.0,1,16.143995
1.0,1,16.154246
-1.0,1,16.164872
1.0,1,16.175649
-1.0,2,16.195157
1.0,1,16.20545
-1.0,1,16.216106
1.0,1,16.225949
-1.0,2,16.244436
1.0,1,16.254292
-1.0,1,16.264066
-1.0,1,16.274199
1.0,1,16.284056
1.0,1,16.293679
-1.0,1,16.303929
-1.0,2,16.324585
1.0,2,16.343809
1.0,1,16.354332
-1.0,1,16.364392
1.0,1,16.374601
1.0,1,16.384763
-1.0,2,16.405822
-1.0,1,16.417003
-1.0,1,16.427372
-1.0,1,16.435709
-1.0,4,16.475994
-1.0,1,16.485871
-1.0,1,16.499575
1.0,3,16.529796
1.0,2,16.551031
1.0,1,16.561164
-1.0,1,16.571419
-1.0,1,16.581107
-1.0,1,16.596078
1.0,1,16.615272
1.0,1,16.632309
-1.0,1,16.647074
1.0,1,16.659139
1.0,1,16.671113
1.0,1,16.680619
-1.0,3,16.708008
-1.0,3,16.737716
1.0,1,16.74796
1.0,1,16.758596
1.0,2,16.776414
-1.0,1,16.786046
-1.0,1,16.796955
-1.0,2,16.824034
1.0,1,16.835944
-1.0,1,16.846345
-1.0,1,16.861063
-1.0,2,16.885231
-1.0,2,16.90733
1.0,1,16.918757
-1.0,2,16.939947
-1.0,1,16.950671
1.0,1,16.961359
-1.0,2,16.981972
1.0,1,16.992932
1.0,2,17.016767
-1.0,4,17.060154
-1.0,1,17.070067
1.0,1,17.080781
1.0,5,17.137879
1.0,1,17.149719
1.0,3,17.177518
-1.0,2,17.19822
-1.0,1,17.208503
1.0,1,17.21791
1.0,1,17.227452
1.0,1,17.237915
1.0,2,17.256538
-1.0,1,17.266843
1.0,1,17.278054
-1.0,1,17.288967
-1.0,3,17.317647
1.0,2,17.335915
-1.0,1,17.346914
-1.0,2,17.370569
-1.0,1,17.382117
1.0,1,17.39287
1.0,1,17.404155
-1.0,2,17.425417
-1.0,1,17.435979
1.0,3,17.474648
-1.0,1,17.485093
-1.0,1,17.49561
-1.0,1,17.507606
-1.0,1,17.516861
1.0,2,17.537308
1.0,1,17.548182
1.0,1,17.558881
1.0,1,17.569591
1.0,1,17.579844
-1.0,1,17.59001
-1.0,2,17.611459
1.0,1,17.625989
-1.0,1,17.637156
1.0,2,17.657804
-1.0,2,17.687629
1.0,1,17.700489
-1.0,1,17.710623
-1.0,1,17.722907
1.0,3,17.75394
1.0,1,17.763956
-1.0,2,17.782741
1.0,4,17.823427
-1.0,1,17.834161
1.0,2,17.853764
-1.0,4,17.897787
-1.0,2,17.923363
-1.0,1,17.935146
-1.0,3,17.965683
1.0,2,17.984179
-1.0,2,18.003272
1.0,1,18.011315
-1.0,1,18.022377
1.0,1,18.031326
-1.0,1,18.041064
-1.0,2,18.07142
1.0,1,18.082402
-1.0,2,18.104756
1.0,2,18.124685
1.0,1,18.135395
1.0,1,18.14496
-1.0,1,18.155571
-1.0,1,18.166041
-1.0,1,18.176355
-1.0,1,18.187061
1.0,1,18.197019
1.0,1,18.207805
1.0,2,18.228501
1.0,3,18.257248
1.0,3,18.285887
1.0,2,18.306638
-1.0,1,18.316789
1.0,1,18.326831
-1.0,2,18.347368
1.0,1,18.358351
1.0,1,18.370015
-1.0,1,18.38203
-1.0,3,18.411187
1.0,1,18.421104
-1.0,1,18.431451
1.0,2,18.449969
1.0,1,18.460676
1.0,2,18.480698
1.0,1,18.490167
1.0,4,18.530294
1.0,1,18.541203
1.0,1,18.551518
-1.0,1,18.561132
1.0,2,18.581
-1.0,1,18.592871
1.0,1,18.605091
-1.0,1,18.618635
-1.0,2,18.639026
-1.0,1,18.649644
-1.0,3,18.679456
-1.0,4,18.726894
-1.0,1,18.739732
-1.0,1,18.75249
1.0,2,18.772466
-1.0,1,18.783646
-1.0,2,18.802976
-1.0,1,18.813259
-1.0,1,18.823955
1.0,1,18.834039
1.0,1,18.844079
1.0,2,18.866104
1.0,1,18.885286
1.0,1,18.895824
-1.0,1,18.906015
-1.0,1,18.917099
-1.0,1,18.92736
1.0,2,18.945026
1.0,1,18.95597
-1.0,1,18.964666
1.0,1,18.973429
1.0,1,18.982029
1.0,1,18.991806
1.0,1,19.002258
-1.0,1,19.010084
-1.0,1,19.020457
-1.0,1,19.030675
1.0,2,19.046654
-1.0,2,19.067421
1.0,4,19.104023
1.0,2,19.121163
1.0,1,19.131176
1.0,2,19.150148
-1.0,1,19.160043
-1.0,1,19.170518
1.0,1,19.179102
-1.0,1,19.189958
1.0,2,19.210412
1.0,1,19.220851
-1.0,1,19.230723
1.0,2,19.24892
-1.0,2,19.269109
1.0,1,19.278328
-1.0,1,19.288187
1.0,1,19.298805
-1.0,1,19.306564
-1.0,1,19.316567
-1.0,1,19.324233
1.0,1,19.33399
1.0,1,19.343763
-1.0,1,19.354192
-1.0,1,19.364041
1.0,1,19.374272
1.0,3,19.401484
1.0,1,19.410998
1.0,3,19.439111
1.0,1,19.448795
-1.0,1,19.457778
-1.0,1,19.465479
-1.0,1,19.475667
-1.0,1,19.485583
-1.0,1,19.495394
-1.0,1,19.505686
-1.0,1,19.515432
-1.0,1,19.524824
-1.0,1,19.534074
1.0,2,19.553167
1.0,3,19.582742
-1.0,3,19.612423
-1.0,2,19.632465
1.0,3,19.660322
1.0,1,19.672714
1.0,1,19.686031
-1.0,1,19.697793
-1.0,1,19.708545
1.0,1,19.719593
-1.0,3,19.748265
1.0,1,19.757324
-1.0,1,19.768067
-1.0,1,19.777376
-1.0,3,19.80646
-1.0,1,19.815413
1.0,2,19.837129
1.0,2,19.857053
-1.0,1,19.868276
-1.0,1,19.881708
-1.0,1,19.893456
-1.0,2,19.917733
-1.0,1,19.927614
1.0,2,19.946995
1.0,1,19.956776
1.0,1,19.966807
1.0,1,19.976913
1.0,2,19.996398
-1.0,1,20.006704
-1.0,1,20.016253
1.0,1,20.026089
-1.0,1,20.035373
-1.0,1,20.046189
-1.0,2,20.066731
-1.0,1,20.077626
-1.0,1,20.087183
-1.0,1,20.096448
1.0,1,20.106912
-1.0,2,20.127183
-1.0,1,20.137221
1.0,1,20.148025
1.0,1,20.15925
1.0,1,20.16805
1.0,2,20.194321
1.0,5,20.243973
1.0,2,20.264253
-1.0,1,20.273613
1.0,1,20.283372
-1.0,1,20.293152
1.0,1,20.303574
1.0,2,20.315506
-1.0,1,20.324188
1.0,2,20.335931
-1.0,1,20.345214
1.0,1,20.355205
-1.0,1,20.364404
-1.0,5,20.413796
-1.0,1,20.422559
-1.0,1,20.432935
-1.0,2,20.451309
-1.0,2,20.471726
-1.0,1,20.48126
1.0,2,20.501095
-1.0,2,20.515184
1.0,1,20.52795
1.0,1,20.539708
1.0,2,20.561697
-1.0,1,20.57066
1.0,2,20.589343
-1.0,1,20.600218
-1.0,1,20.613152
-1.0,1,20.623514
1.0,1,20.634214
-1.0,1,20.645729
-1.0,2,20.666108
1.0,3,20.695176
-1.0,1,20.705387
1.0,1,20.715859
-1.0,1,20.726793
1.0,1,20.737065
-1.0,2,20.756299
1.0,1,20.766139
1.0,2,20.786998
1.0,1,20.797521
-1.0,1,20.808103
-1.0,2,20.828499
-1.0,3,20.85982
-1.0,3,20.894049
1.0,1,20.907136
1.0,1,20.916901
1.0,1,20.92753
-1.0,2,20.947889
1.0,2,20.960618
-1.0,2,20.981446
-1.0,1,20.991793
-1.0,2,21.012453
-1.0,1,21.0224
1.0,1,21.0316
-1.0,1,21.041652
-1.0,1,21.051248
-1.0,2,21.070675
-1.0,2,21.089818
-1.0,1,21.099613
-1.0,1,21.109399
-1.0,1,21.118459
-1.0,1,21.128742
-1.0,1,21.138331
1.0,1,21.147633
1.0,1,21.156647
-1.0,1,21.166713
1.0,1,21.176213
-1.0,1,21.187023
-1.0,1,21.195098
-1.0,1,21.204457
1.0,1,21.214827
1.0,1,21.224828
1.0,1,21.234547
-1.0,2,21.255025
1.0,1,21.264417
-1.0,1,21.273796
1.0,1,21.283896
1.0,1,21.293958
1.0,3,21.323521
-1.0,1,21.33362
-1.0,1,21.342792
1.0,4,21.381882
1.0,1,21.391856
-1.0,1,21.402319
1.0,1,21.411934
-1.0,2,21.431561
-1.0,1,21.440711
1.0,2,21.460987
-1.0,2,21.482052
-1.0,4,21.526272
-1.0,1,21.537787
1.0,1,21.547201
1.0,3,21.579873
1.0,1,21.591568
-1.0,1,21.604071
1.0,1,21.615523
-1.0,1,21.626129
-1.0,2,21.645922
1.0,1,21.655462
1.0,2,21.676531
-1.0,1,21.686146
1.0,1,21.697141
-1.0,2,21.717822
1.0,1,21.727439
-1.0,1,21.737987
-1.0,1,21.747961
1.0,1,21.759587
1.0,5,21.816943
-1.0,1,21.829135
1.0,1,21.840872
1.0,1,21.850731
-1.0,2,21.873026
-1.0,3,21.904876
1.0,2,21.925909
1.0,2,21.946115
1.0,1,21.954644
1.0,1,21.96429
-1.0,1,21.97532
-1.0,2,21.996117
-1.0,1,22.008491
1.0,1,22.019694
1.0,1,22.031011
1.0,1,22.041804
1.0,1,22.052905
1.0,1,22.062284
1.0,2,22.08295
1.0,1,22.092987
-1.0,1,22.102967
1.0,1,22.113654
-1.0,1,22.124403
-1.0,5,22.172086
1.0,1,22.182155
1.0,2,22.201597
-1.0,1,22.212508
1.0,1,22.222568
1.0,2,22.242077
-1.0,3,22.274977
-1.0,2,22.295256
1.0,1,22.306883
1.0,1,22.316684
1.0,1,22.327952
1.0,1,22.338305
-1.0,1,22.348818
-1.0,1,22.359468
-1.0,1,22.371053
1.0,2,22.402486
1.0,1,22.424287
-1.0,2,22.454812
1.0,1,22.468903
-1.0,4,22.519678
1.0,1,22.532846
1.0,1,22.545919
-1.0,1,22.558417
1.0,1,22.572059
-1.0,2,22.59795
-1.0,1,22.609674
-1.0,1,22.62177
-1.0,1,22.632301
1.0,1,22.692208
-1.0,2,22.718867
1.0,2,22.748503
-1.0,1,22.761403
-1.0,1,22.776875
-1.0,1,22.7893
1.0,1,22.802639
-1.0,2,22.828167
1.0,1,22.841905
1.0,1,22.856059
-1.0,1,22.86913
1.0,1,22.883834
-1.0,2,22.910052
-1.0,2,22.936422
-1.0,1,22.948544
1.0,3,22.985635
-1.0,1,22.997063
1.0,1,23.009358
-1.0,2,23.033552
1.0,1,23.046685
-1.0,2,23.070065
1.0,5,23.137934
1.0,1,23.15083
-1.0,1,23.161923
1.0,1,23.174785
-1.0,1,23.186768
1.0,3,23.222514
-1.0,1,23.234555
1.0,1,23.245707
-1.0,1,23.259532
1.0,2,23.275709
-1.0,1,23.287377
1.0,1,23.299659
-1.0,2,23.327682
-1.0,3,23.365469
1.0,3,23.402982
1.0,3,23.440766
-1.0,1,23.453425
-1.0,1,23.466165
-1.0,1,23.479186
-1.0,1,23.493697
-1.0,3,23.524619
-1.0,2,23.551384
1.0,1,23.563076
-1.0,1,23.575449
1.0,1,23.587677
-1.0,1,23.600702
1.0,2,23.627843
1.0,1,23.640883
-1.0,1,23.653289
-1.0,1,23.663766
-1.0,1,23.677046
1.0,1,23.690195
-1.0,1,23.703755
-1.0,1,23.716348
1.0,1,23.729796
-1.0,2,23.754254
1.0,1,23.76668
1.0,2,23.79377
1.0,2,23.81579
1.0,1,23.826402
1.0,2,23.847571
1.0,2,23.870768
1.0,1,23.884709
1.0,2,23.906461
-1.0,1,23.917493
-1.0,1,23.929859
-1.0,2,23.950433
-1.0,2,23.971385
1.0,1,23.981156
-1.0,2,23.999465
1.0,1,24.011143
-1.0,1,24.02093
-1.0,1,24.030594
1.0,1,24.042323
-1.0,1,24.052148
1.0,1,24.061381
-1.0,2,24.083687
-1.0,1,24.093382
1.0,1,24.103573
-1.0,1,24.112734
-1.0,2,24.134925
-1.0,1,24.147726
-1.0,1,24.159941
1.0,1,24.17176
-1.0,1,24.183826
-1.0,1,24.197422
-1.0,1,24.210666
-1.0,1,24.224395
-1.0,1,24.236873
-1.0,3,24.273437
1.0,1,24.286549
-1.0,1,24.298539
1.0,1,24.310952
-1.0,1,24.321484
1.0,4,24.372147
1.0,1,24.384043
-1.0,1,24.396304
-1.0,1,24.409225
-1.0,1,24.423259
1.0,1,24.435399
-1.0,1,24.447297
1.0,1,24.458163
1.0,2,24.481735
1.0,1,24.494345
1.0,2,24.508766
-1.0,1,24.521231
-1.0,1,24.532673
1.0,1,24.544158
1.0,3,24.581278
1.0,3,24.620242
-1.0,2,24.646202
-1.0,2,24.671737
1.0,5,24.734039
1.0,4,24.782762
1.0,1,24.797407
-1.0,2,24.822808
1.0,1,24.834872
-1.0,1,24.846821
1.0,1,24.860855
-1.0,1,24.8735
-1.0,1,24.885922
-1.0,3,24.918597
1.0,1,24.928507
1.0,1,24.939015
-1.0,1,24.949919
1.0,2,24.972328
1.0,1,24.983588
-1.0,1,24.993665
1.0,1,25.005018
-1.0,1,25.014654
-1.0,1,25.025428
1.0,2,25.04652
1.0,1,25.057389
-1.0,1,25.068244
1.0,2,25.091633
1.0,2,25.121671
1.0,2,25.154408
-1.0,1,25.165829
-1.0,1,25.178402
1.0,2,25.199705
-1.0,1,25.212135
-1.0,1,25.224045
-1.0,2,25.238099
-1.0,1,25.248744
1.0,1,25.260326
1.0,1,25.271383
1.0,1,25.284501
1.0,1,25.298439
1.0,1,25.316558
-1.0,1,25.331928
1.0,5,25.394892
1.0,1,25.406439
-1.0,1,25.417737
1.0,1,25.430058
-1.0,1,25.442182
1.0,1,25.453977
-1.0,3,25.488898
1.0,3,25.514722
-1.0,5,25.571997
1.0,2,25.600097
-1.0,1,25.615243
1.0,2,25.643381
1.0,1,25.665553
-1.0,1,25.679516
1.0,1,25.693395
1.0,1,25.706521
1.0,1,25.72656
1.0,2,25.762201
1.0,1,25.777703
-1.0,2,25.805447
1.0,1,25.819901
-1.0,1,25.832835
1.0,2,25.863264
1.0,1,25.880435
-1.0,1,25.903192
-1.0,1,25.924475
-1.0,1,25.93799
1.0,1,25.960866
-1.0,1,25.975838
-1.0,1,25.989381
-1.0,1,26.001959
1.0,1,26.014194
-1.0,3,26.048991
1.0,1,26.061943
1.0,1,26.07338
-1.0,1,26.085193
-1.0,4,26.126598
1.0,1,26.137306
-1.0,1,26.148761
1.0,2,26.174882
-1.0,2,26.202189
-1.0,1,26.216089
-1.0,1,26.229771
1.0,2,26.256096
1.0,1,26.270152
1.0,1,26.284114
-1.0,1,26.294619
1.0,1,26.306932
-1.0,1,26.317929
-1.0,3,26.347586
-1.0,2,26.369289
-1.0,1,26.381123
